Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions Totals","044","Bahamas","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","58.1213","E","Estimated value",""
"GT","Emissions Totals","048","Bahrain","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","158.0465","E","Estimated value",""
"GT","Emissions Totals","050","Bangladesh","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3745.6542","E","Estimated value",""
"GT","Emissions Totals","052","Barbados","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","10.3894","E","Estimated value",""
"GT","Emissions Totals","112","Belarus","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2662.8143","E","Estimated value",""
"GT","Emissions Totals","056","Belgium","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1741.1926","E","Estimated value",""
"GT","Emissions Totals","084","Belize","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","61.7952","E","Estimated value",""
"GT","Emissions Totals","204","Benin","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","430.9867","E","Estimated value",""
"GT","Emissions Totals","060","Bermuda","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","41.5896","E","Estimated value",""
"GT","Emissions Totals","064","Bhutan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","18.286","E","Estimated value",""
"GT","Emissions Totals","068","Bolivia (Plurinational State of)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","567.355","E","Estimated value",""
"GT","Emissions Totals","070","Bosnia and Herzegovina","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","166.1564","E","Estimated value",""
"GT","Emissions Totals","072","Botswana","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","173.0474","E","Estimated value",""
"GT","Emissions Totals","076","Brazil","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","24307.0567","E","Estimated value",""
"GT","Emissions Totals","092","British Virgin Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1.1892","E","Estimated value",""
"GT","Emissions Totals","096","Brunei Darussalam","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","28.8505","E","Estimated value",""
"GT","Emissions Totals","100","Bulgaria","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","543.976","E","Estimated value",""
"GT","Emissions Totals","854","Burkina Faso","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","345.7606","E","Estimated value",""
"GT","Emissions Totals","108","Burundi","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","51.6823","E","Estimated value",""
"GT","Emissions Totals","132","Cabo Verde","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","27.7414","E","Estimated value",""
"GT","Emissions Totals","116","Cambodia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","197.2137","E","Estimated value",""
"GT","Emissions Totals","120","Cameroon","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","81.5477","E","Estimated value",""
"GT","Emissions Totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","19367.7106","E","Estimated value",""
"GT","Emissions Totals","136","Cayman Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.9358","E","Estimated value",""
"GT","Emissions Totals","140","Central African Republic","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","4.5916","E","Estimated value",""
"GT","Emissions Totals","148","Chad","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","24.9305","E","Estimated value",""
"GT","Emissions Totals","830","Channel Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","18.2364","E","Estimated value",""
"GT","Emissions Totals","152","Chile","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1666.266","E","Estimated value",""
"GT","Emissions Totals","159","China","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","112198.512","E","Estimated value",""
"GT","Emissions Totals","344","China, Hong Kong SAR","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","740.4765","E","Estimated value",""
"GT","Emissions Totals","446","China, Macao SAR","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","29.1717","E","Estimated value",""
"GT","Emissions Totals","156","China, mainland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","111428.8638","E","Estimated value",""
"GT","Emissions Totals","170","Colombia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3909.1093","E","Estimated value",""
"GT","Emissions Totals","174","Comoros","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","13.0533","E","Estimated value",""
"GT","Emissions Totals","178","Congo","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","36.4846","E","Estimated value",""
"GT","Emissions Totals","184","Cook Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2.3103","E","Estimated value",""
"GT","Emissions Totals","188","Costa Rica","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","143.7938","E","Estimated value",""
"GT","Emissions Totals","384","Côte d'Ivoire","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","636.9764","E","Estimated value",""
"GT","Emissions Totals","191","Croatia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","686.6882","E","Estimated value",""
"GT","Emissions Totals","192","Cuba","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2550.4052","E","Estimated value",""
"GT","Emissions Totals","196","Cyprus","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","101.5852","E","Estimated value",""
"GT","Emissions Totals","203","Czechia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1342.846","E","Estimated value",""
"GT","Emissions Totals","408","Democratic People's Republic of Korea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","305.9821","E","Estimated value",""
"GT","Emissions Totals","180","Democratic Republic of the Congo","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","411.3775","E","Estimated value",""
"GT","Emissions Totals","208","Denmark","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1437.795","E","Estimated value",""
"GT","Emissions Totals","262","Djibouti","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","15.9777","E","Estimated value",""
"GT","Emissions Totals","212","Dominica","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","8.2677","E","Estimated value",""
"GT","Emissions Totals","214","Dominican Republic","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","382.2827","E","Estimated value",""
"GT","Emissions Totals","218","Ecuador","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","560.8142","E","Estimated value",""
"GT","Emissions Totals","818","Egypt","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3740.3726","E","Estimated value",""
"GT","Emissions Totals","222","El Salvador","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","237.9714","E","Estimated value",""
"GT","Emissions Totals","226","Equatorial Guinea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","65.4284","E","Estimated value",""
"GT","Emissions Totals","232","Eritrea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","23.5432","E","Estimated value",""
"GT","Emissions Totals","233","Estonia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","323.7631","E","Estimated value",""
"GT","Emissions Totals","748","Eswatini","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","23.4948","E","Estimated value",""
"GT","Emissions Totals","231","Ethiopia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","794.9098","E","Estimated value",""
"GT","Emissions Totals","238","Falkland Islands (Malvinas)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.6852","E","Estimated value",""
"GT","Emissions Totals","234","Faroe Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","298.5648","E","Estimated value",""
"GT","Emissions Totals","242","Fiji","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","75.7114","E","Estimated value",""
"GT","Emissions Totals","246","Finland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1089.915","E","Estimated value",""
"GT","Emissions Totals","250","France","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","10450.2334","E","Estimated value",""
"GT","Emissions Totals","254","French Guyana","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3.0026","E","Estimated value",""
"GT","Emissions Totals","258","French Polynesia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","139.9465","E","Estimated value",""
"GT","Emissions Totals","266","Gabon","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","118.8126","E","Estimated value",""
"GT","Emissions Totals","270","Gambia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","35.2275","E","Estimated value",""
"GT","Emissions Totals","268","Georgia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","60.9549","E","Estimated value",""
"GT","Emissions Totals","276","Germany","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7999.3832","E","Estimated value",""
"GT","Emissions Totals","288","Ghana","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","614.4705","E","Estimated value",""
"GT","Emissions Totals","292","Gibraltar","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","22.9757","E","Estimated value",""
"GT","Emissions Totals","300","Greece","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","227.3216","E","Estimated value",""
"GT","Emissions Totals","304","Greenland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","149.3624","E","Estimated value",""
"GT","Emissions Totals","308","Grenada","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","20.5871","E","Estimated value",""
"GT","Emissions Totals","312","Guadeloupe","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","81.0239","E","Estimated value",""
"GT","Emissions Totals","320","Guatemala","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","389.3307","E","Estimated value",""
"GT","Emissions Totals","324","Guinea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","420.8418","E","Estimated value",""
"GT","Emissions Totals","624","Guinea-Bissau","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","40.1772","E","Estimated value",""
"GT","Emissions Totals","328","Guyana","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","555.9344","E","Estimated value",""
"GT","Emissions Totals","332","Haiti","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","131.6596","E","Estimated value",""
"GT","Emissions Totals","340","Honduras","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","308.057","E","Estimated value",""
"GT","Emissions Totals","348","Hungary","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1529.15","E","Estimated value",""
"GT","Emissions Totals","352","Iceland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","579.4697","E","Estimated value",""
"GT","Emissions Totals","356","India","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","5959.5459","E","Estimated value",""
"GT","Emissions Totals","360","Indonesia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2028.9327","E","Estimated value",""
"GT","Emissions Totals","364","Iran (Islamic Republic of)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","13553.6786","E","Estimated value",""
"GT","Emissions Totals","368","Iraq","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2586.7935","E","Estimated value",""
"GT","Emissions Totals","372","Ireland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","790.4944","E","Estimated value",""
"GT","Emissions Totals","833","Isle of Man","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1.94","E","Estimated value",""
"GT","Emissions Totals","376","Israel","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1076.2673","E","Estimated value",""
"GT","Emissions Totals","380","Italy","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7729.2348","E","Estimated value",""
"GT","Emissions Totals","388","Jamaica","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","2598.9145","E","Estimated value",""
"GT","Emissions Totals","392","Japan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","15669.0705","E","Estimated value",""
"GT","Emissions Totals","400","Jordan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","469.6202","E","Estimated value",""
"GT","Emissions Totals","398","Kazakhstan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3415.87","E","Estimated value",""
"GT","Emissions Totals","404","Kenya","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","271.8606","E","Estimated value",""
"GT","Emissions Totals","296","Kiribati","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","10.2961","E","Estimated value",""
"GT","Emissions Totals","414","Kuwait","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","933.3157","E","Estimated value",""
"GT","Emissions Totals","417","Kyrgyzstan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","25.1019","E","Estimated value",""
"GT","Emissions Totals","418","Lao People's Democratic Republic","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","189.3429","E","Estimated value",""
"GT","Emissions Totals","428","Latvia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","445.4585","E","Estimated value",""
"GT","Emissions Totals","422","Lebanon","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","290.6765","E","Estimated value",""
"GT","Emissions Totals","426","Lesotho","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","111.9678","E","Estimated value",""
"GT","Emissions Totals","430","Liberia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","67.3933","E","Estimated value",""
"GT","Emissions Totals","434","Libya","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","615.9302","E","Estimated value",""
"GT","Emissions Totals","438","Liechtenstein","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1.5481","E","Estimated value",""
"GT","Emissions Totals","440","Lithuania","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","224.5035","E","Estimated value",""
"GT","Emissions Totals","442","Luxembourg","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","59.3478","E","Estimated value",""
"GT","Emissions Totals","450","Madagascar","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","193.1559","E","Estimated value",""
"GT","Emissions Totals","454","Malawi","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","101.7936","E","Estimated value",""
"GT","Emissions Totals","458","Malaysia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3239.4021","E","Estimated value",""
"GT","Emissions Totals","462","Maldives","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","107.708","E","Estimated value",""
"GT","Emissions Totals","466","Mali","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","235.2193","E","Estimated value",""
"GT","Emissions Totals","470","Malta","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","24.184","E","Estimated value",""
"GT","Emissions Totals","584","Marshall Islands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","23.716","E","Estimated value",""
"GT","Emissions Totals","474","Martinique","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","27.0808","E","Estimated value",""
"GT","Emissions Totals","478","Mauritania","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","416.2118","E","Estimated value",""
"GT","Emissions Totals","480","Mauritius","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","69.9744","E","Estimated value",""
"GT","Emissions Totals","175","Mayotte","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","14.2787","E","Estimated value",""
"GT","Emissions Totals","484","Mexico","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","11882.283","E","Estimated value",""
"GT","Emissions Totals","583","Micronesia (Federated States of)","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","30.3644","E","Estimated value",""
"GT","Emissions Totals","496","Mongolia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","226.2104","E","Estimated value",""
"GT","Emissions Totals","499","Montenegro","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","14.3431","E","Estimated value",""
"GT","Emissions Totals","500","Montserrat","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.1713","E","Estimated value",""
"GT","Emissions Totals","504","Morocco","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3096.036","E","Estimated value",""
"GT","Emissions Totals","508","Mozambique","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","47.6756","E","Estimated value",""
"GT","Emissions Totals","104","Myanmar","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","4748.1434","E","Estimated value",""
"GT","Emissions Totals","516","Namibia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1121.4185","E","Estimated value",""
"GT","Emissions Totals","520","Nauru","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","5.3663","E","Estimated value",""
"GT","Emissions Totals","524","Nepal","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","987.8434","E","Estimated value",""
"GT","Emissions Totals","528","Netherlands","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","7144.2969","E","Estimated value",""
"GT","Emissions Totals","540","New Caledonia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","47.965","E","Estimated value",""
"GT","Emissions Totals","554","New Zealand","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1189.4468","E","Estimated value",""
"GT","Emissions Totals","558","Nicaragua","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","47.1553","E","Estimated value",""
"GT","Emissions Totals","562","Niger","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","75.0619","E","Estimated value",""
"GT","Emissions Totals","566","Nigeria","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3702.2438","E","Estimated value",""
"GT","Emissions Totals","570","Niue","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","0.0639","E","Estimated value",""
"GT","Emissions Totals","807","North Macedonia","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","50.4982","E","Estimated value",""
"GT","Emissions Totals","578","Norway","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","669.5459","E","Estimated value",""
"GT","Emissions Totals","512","Oman","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1094.9562","E","Estimated value",""
"GT","Emissions Totals","586","Pakistan","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","983.2021","E","Estimated value",""
"GT","Emissions Totals","585","Palau","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","9.5859","E","Estimated value",""
"GT","Emissions Totals","275","Palestine","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","27.1758","E","Estimated value",""
"GT","Emissions Totals","591","Panama","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","56.8704","E","Estimated value",""
"GT","Emissions Totals","598","Papua New Guinea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","355.6824","E","Estimated value",""
"GT","Emissions Totals","600","Paraguay","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1020.9642","E","Estimated value",""
"GT","Emissions Totals","604","Peru","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","264.1716","E","Estimated value",""
"GT","Emissions Totals","608","Philippines","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","734.7376","E","Estimated value",""
"GT","Emissions Totals","616","Poland","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","14608.1884","E","Estimated value",""
"GT","Emissions Totals","620","Portugal","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","1141.6567","E","Estimated value",""
"GT","Emissions Totals","634","Qatar","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","810.2235","E","Estimated value",""
"GT","Emissions Totals","410","Republic of Korea","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","3737.434","E","Estimated value",""
"GT","Emissions Totals","498","Republic of Moldova","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kilotonnes","364.1102","E","Estimated value",""
