Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TCL","Crops and livestock products","051","Armenia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","74","E","Estimated value"
"TCL","Crops and livestock products","036","Australia","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","713774","E","Estimated value"
"TCL","Crops and livestock products","036","Australia","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","772835","E","Estimated value"
"TCL","Crops and livestock products","036","Australia","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","12774883","E","Estimated value"
"TCL","Crops and livestock products","036","Australia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","15070612","E","Estimated value"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","2302412","E","Estimated value"
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","2486601","E","Estimated value"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","1179664","E","Estimated value"
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","1297436","E","Estimated value"
"TCL","Crops and livestock products","031","Azerbaijan","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1718212","E","Estimated value"
"TCL","Crops and livestock products","031","Azerbaijan","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1526744","E","Estimated value"
"TCL","Crops and livestock products","031","Azerbaijan","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","17661","E","Estimated value"
"TCL","Crops and livestock products","031","Azerbaijan","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","19","E","Estimated value"
"TCL","Crops and livestock products","044","Bahamas","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","4849","E","Estimated value"
"TCL","Crops and livestock products","044","Bahamas","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","6043","E","Estimated value"
"TCL","Crops and livestock products","044","Bahamas","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","0","E","Estimated value"
"TCL","Crops and livestock products","048","Bahrain","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","199107","E","Estimated value"
"TCL","Crops and livestock products","048","Bahrain","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","186333","E","Estimated value"
"TCL","Crops and livestock products","048","Bahrain","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","742","E","Estimated value"
"TCL","Crops and livestock products","048","Bahrain","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","8","E","Estimated value"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","5949098","E","Estimated value"
"TCL","Crops and livestock products","050","Bangladesh","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","8280732","E","Estimated value"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","69514","E","Estimated value"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","13013","E","Estimated value"
"TCL","Crops and livestock products","052","Barbados","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","59661","E","Estimated value"
"TCL","Crops and livestock products","052","Barbados","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","48622","E","Estimated value"
"TCL","Crops and livestock products","052","Barbados","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","45","E","Estimated value"
"TCL","Crops and livestock products","052","Barbados","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","20","E","Estimated value"
"TCL","Crops and livestock products","112","Belarus","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","920226","E","Estimated value"
"TCL","Crops and livestock products","112","Belarus","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","309787","E","Estimated value"
"TCL","Crops and livestock products","112","Belarus","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","12058","E","Estimated value"
"TCL","Crops and livestock products","112","Belarus","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","73127","E","Estimated value"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","8667543","E","Estimated value"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","8629157","E","Estimated value"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","1416143","E","Estimated value"
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","1426987","E","Estimated value"
"TCL","Crops and livestock products","084","Belize","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","15446","E","Estimated value"
"TCL","Crops and livestock products","084","Belize","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","29373","E","Estimated value"
"TCL","Crops and livestock products","084","Belize","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","7806","E","Estimated value"
"TCL","Crops and livestock products","084","Belize","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","6061","E","Estimated value"
"TCL","Crops and livestock products","204","Benin","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1561294","E","Estimated value"
"TCL","Crops and livestock products","204","Benin","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","908265","E","Estimated value"
"TCL","Crops and livestock products","204","Benin","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","2187","E","Estimated value"
"TCL","Crops and livestock products","204","Benin","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","949","E","Estimated value"
"TCL","Crops and livestock products","064","Bhutan","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","105666","E","Estimated value"
"TCL","Crops and livestock products","064","Bhutan","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","112974","E","Estimated value"
"TCL","Crops and livestock products","064","Bhutan","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","25","E","Estimated value"
"TCL","Crops and livestock products","064","Bhutan","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","0","E","Estimated value"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","89062","E","Estimated value"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","197502","E","Estimated value"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","63096","E","Estimated value"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","53147","E","Estimated value"
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","547600","E","Estimated value"
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","541445","E","Estimated value"
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","23468","E","Estimated value"
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","43545","E","Estimated value"
"TCL","Crops and livestock products","072","Botswana","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","382957","E","Estimated value"
"TCL","Crops and livestock products","072","Botswana","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","465769","E","Estimated value"
"TCL","Crops and livestock products","072","Botswana","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","2943","E","Estimated value"
"TCL","Crops and livestock products","072","Botswana","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","6632","E","Estimated value"
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","9433271","E","Estimated value"
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","9096968","E","Estimated value"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","44324006","E","Estimated value"
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","36227673","E","Estimated value"
"TCL","Crops and livestock products","096","Brunei Darussalam","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","42892","E","Estimated value"
"TCL","Crops and livestock products","096","Brunei Darussalam","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","38054","E","Estimated value"
"TCL","Crops and livestock products","096","Brunei Darussalam","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","223","E","Estimated value"
"TCL","Crops and livestock products","096","Brunei Darussalam","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","65","E","Estimated value"
"TCL","Crops and livestock products","100","Bulgaria","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","146375","E","Estimated value"
"TCL","Crops and livestock products","100","Bulgaria","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","144507","E","Estimated value"
"TCL","Crops and livestock products","100","Bulgaria","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","7834751","E","Estimated value"
"TCL","Crops and livestock products","100","Bulgaria","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","6239692","E","Estimated value"
"TCL","Crops and livestock products","854","Burkina Faso","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","643045","E","Estimated value"
"TCL","Crops and livestock products","854","Burkina Faso","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","561604","E","Estimated value"
"TCL","Crops and livestock products","854","Burkina Faso","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","51610","E","Estimated value"
"TCL","Crops and livestock products","854","Burkina Faso","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","203388","E","Estimated value"
"TCL","Crops and livestock products","108","Burundi","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","160769","E","Estimated value"
"TCL","Crops and livestock products","108","Burundi","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","137093","E","Estimated value"
"TCL","Crops and livestock products","108","Burundi","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","65","E","Estimated value"
"TCL","Crops and livestock products","108","Burundi","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","3","E","Estimated value"
"TCL","Crops and livestock products","132","Cabo Verde","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","83903","E","Estimated value"
"TCL","Crops and livestock products","132","Cabo Verde","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","88165","E","Estimated value"
"TCL","Crops and livestock products","116","Cambodia","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","61384","E","Estimated value"
"TCL","Crops and livestock products","116","Cambodia","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","114769","E","Estimated value"
"TCL","Crops and livestock products","116","Cambodia","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","556836","E","Estimated value"
"TCL","Crops and livestock products","116","Cambodia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","778014","E","Estimated value"
"TCL","Crops and livestock products","120","Cameroon","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1659339","E","Estimated value"
"TCL","Crops and livestock products","120","Cameroon","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1470467","E","Estimated value"
"TCL","Crops and livestock products","120","Cameroon","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","7653","E","Estimated value"
"TCL","Crops and livestock products","120","Cameroon","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","14346","E","Estimated value"
"TCL","Crops and livestock products","124","Canada","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","3162730","E","Estimated value"
"TCL","Crops and livestock products","124","Canada","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","2635442","E","Estimated value"
"TCL","Crops and livestock products","124","Canada","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","28334251","E","Estimated value"
"TCL","Crops and livestock products","124","Canada","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","32420779","E","Estimated value"
"TCL","Crops and livestock products","140","Central African Republic","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","13090","E","Estimated value"
"TCL","Crops and livestock products","140","Central African Republic","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","15166","E","Estimated value"
"TCL","Crops and livestock products","148","Chad","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","71942","E","Estimated value"
"TCL","Crops and livestock products","148","Chad","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","66549","E","Estimated value"
"TCL","Crops and livestock products","148","Chad","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","0","E","Estimated value"
"TCL","Crops and livestock products","148","Chad","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","0","E","Estimated value"
"TCL","Crops and livestock products","152","Chile","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","3829727","E","Estimated value"
"TCL","Crops and livestock products","152","Chile","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","4314022","E","Estimated value"
"TCL","Crops and livestock products","152","Chile","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","49920","E","Estimated value"
"TCL","Crops and livestock products","152","Chile","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","36801","E","Estimated value"
"TCL","Crops and livestock products","159","China","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","24260509","E","Estimated value"
"TCL","Crops and livestock products","159","China","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","41861045","E","Estimated value"
"TCL","Crops and livestock products","159","China","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","2956453","E","Estimated value"
"TCL","Crops and livestock products","159","China","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","2564165","E","Estimated value"
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","340648","E","Estimated value"
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","338030","E","Estimated value"
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","15504","E","Estimated value"
"TCL","Crops and livestock products","344","China, Hong Kong SAR","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","12126","E","Estimated value"
"TCL","Crops and livestock products","446","China, Macao SAR","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","38825","E","Estimated value"
"TCL","Crops and livestock products","446","China, Macao SAR","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","32131","E","Estimated value"
"TCL","Crops and livestock products","156","China, mainland","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","17515471","E","Estimated value"
"TCL","Crops and livestock products","156","China, mainland","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","35467128","E","Estimated value"
"TCL","Crops and livestock products","156","China, mainland","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","2849618","E","Estimated value"
"TCL","Crops and livestock products","156","China, mainland","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","2326317","E","Estimated value"
"TCL","Crops and livestock products","158","China, Taiwan Province of","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","6365565","E","Estimated value"
"TCL","Crops and livestock products","158","China, Taiwan Province of","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","6023757","E","Estimated value"
"TCL","Crops and livestock products","158","China, Taiwan Province of","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","91330","E","Estimated value"
"TCL","Crops and livestock products","158","China, Taiwan Province of","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","225723","E","Estimated value"
"TCL","Crops and livestock products","170","Colombia","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","8418617","E","Estimated value"
"TCL","Crops and livestock products","170","Colombia","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","8659379","E","Estimated value"
"TCL","Crops and livestock products","170","Colombia","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","1268","E","Estimated value"
"TCL","Crops and livestock products","170","Colombia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","3043","E","Estimated value"
"TCL","Crops and livestock products","174","Comoros","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","74979","E","Estimated value"
"TCL","Crops and livestock products","174","Comoros","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","59556","E","Estimated value"
"TCL","Crops and livestock products","178","Congo","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","290782","E","Estimated value"
"TCL","Crops and livestock products","178","Congo","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","295787","E","Estimated value"
"TCL","Crops and livestock products","178","Congo","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","165","E","Estimated value"
"TCL","Crops and livestock products","178","Congo","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","1059","E","Estimated value"
"TCL","Crops and livestock products","184","Cook Islands","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","335","E","Estimated value"
"TCL","Crops and livestock products","184","Cook Islands","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","314","E","Estimated value"
"TCL","Crops and livestock products","188","Costa Rica","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1366273","E","Estimated value"
"TCL","Crops and livestock products","188","Costa Rica","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1391020","E","Estimated value"
"TCL","Crops and livestock products","188","Costa Rica","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","13140","E","Estimated value"
"TCL","Crops and livestock products","188","Costa Rica","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","23621","E","Estimated value"
"TCL","Crops and livestock products","384","Côte d'Ivoire","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","2029688","E","Estimated value"
"TCL","Crops and livestock products","384","Côte d'Ivoire","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","2030479","E","Estimated value"
"TCL","Crops and livestock products","384","Côte d'Ivoire","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","36459","E","Estimated value"
"TCL","Crops and livestock products","384","Côte d'Ivoire","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","7696","E","Estimated value"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","188093","E","Estimated value"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","255002","E","Estimated value"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","1290381","E","Estimated value"
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","1929093","E","Estimated value"
"TCL","Crops and livestock products","192","Cuba","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","2199317","E","Estimated value"
"TCL","Crops and livestock products","192","Cuba","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1997142","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","517764","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","497696","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","134","E","Estimated value"
"TCL","Crops and livestock products","196","Cyprus","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","135","E","Estimated value"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","522457","E","Estimated value"
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","425833","E","Estimated value"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","2254726","E","Estimated value"
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","3282936","E","Estimated value"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","692307","E","Estimated value"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","650060","E","Estimated value"
"TCL","Crops and livestock products","408","Democratic People's Republic of Korea","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","515","E","Estimated value"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","482180","E","Estimated value"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","637795","E","Estimated value"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","5262","E","Estimated value"
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","315","E","Estimated value"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","896179","E","Estimated value"
"TCL","Crops and livestock products","208","Denmark","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","523290","E","Estimated value"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","1364456","E","Estimated value"
"TCL","Crops and livestock products","208","Denmark","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","1648302","E","Estimated value"
"TCL","Crops and livestock products","262","Djibouti","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","579432","E","Estimated value"
"TCL","Crops and livestock products","262","Djibouti","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","443696","E","Estimated value"
"TCL","Crops and livestock products","262","Djibouti","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","232","E","Estimated value"
"TCL","Crops and livestock products","212","Dominica","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","924","E","Estimated value"
"TCL","Crops and livestock products","212","Dominica","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","2366","E","Estimated value"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1998515","E","Estimated value"
"TCL","Crops and livestock products","214","Dominican Republic","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1851875","E","Estimated value"
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","18319","E","Estimated value"
"TCL","Crops and livestock products","214","Dominican Republic","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","5479","E","Estimated value"
"TCL","Crops and livestock products","218","Ecuador","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1293274","E","Estimated value"
"TCL","Crops and livestock products","218","Ecuador","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1378207","E","Estimated value"
"TCL","Crops and livestock products","218","Ecuador","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","36751","E","Estimated value"
"TCL","Crops and livestock products","218","Ecuador","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","45929","E","Estimated value"
"TCL","Crops and livestock products","818","Egypt","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","19008436","E","Estimated value"
"TCL","Crops and livestock products","818","Egypt","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","17005340","E","Estimated value"
"TCL","Crops and livestock products","818","Egypt","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","62234","E","Estimated value"
"TCL","Crops and livestock products","818","Egypt","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","16917","E","Estimated value"
"TCL","Crops and livestock products","222","El Salvador","5610","Import Quantity","F1944","Cereals","2019","2019","tonnes","1188166","E","Estimated value"
"TCL","Crops and livestock products","222","El Salvador","5610","Import Quantity","F1944","Cereals","2020","2020","tonnes","1036255","E","Estimated value"
"TCL","Crops and livestock products","222","El Salvador","5910","Export Quantity","F1944","Cereals","2019","2019","tonnes","6660","E","Estimated value"
"TCL","Crops and livestock products","222","El Salvador","5910","Export Quantity","F1944","Cereals","2020","2020","tonnes","10688","E","Estimated value"
